signal_strategy,decision_date,execution_date,uptrend_count,uptrend_tickers,management_eligible_count,management_eligible_tickers,selected_ticker,selected_score
rsi2_reversion_10_70,2021-01-29,2021-02-01,10,ABEV3;BBSE3;BRAP4;GOAU4;HYPE3;RADL3;RENT3;USIM5;VALE3;WEGE3,2,VALE3;WEGE3,WEGE3,0.27333280450282504
rsi2_reversion_10_70,2021-02-26,2021-03-01,28,ABEV3;BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;HYPE3;ITUB4;LREN3;MGLU3;MULT3;PETR4;PSSA3;RADL3;RENT3;SBSP3;SMTO3;SUZB3;TOTS3;UGPA3,5,BPAC11;ENEV3;SMTO3;SUZB3;TOTS3,SUZB3,0.46983549423398163
rsi2_reversion_10_70,2021-03-31,2021-04-01,3,KLBN11;MGLU3;SUZB3,0,,,
rsi2_reversion_10_70,2021-04-30,2021-05-03,11,ABEV3;B3SA3;BBSE3;CPLE3;CYRE3;EGIE3;ENEV3;KLBN11;MGLU3;SMTO3;WEGE3,1,SMTO3,SMTO3,0.16351746112534002
rsi2_reversion_10_70,2021-05-31,2021-06-01,8,BBSE3;CSNA3;EGIE3;EQTL3;GGBR4;SBSP3;SUZB3;UGPA3,0,,,
rsi2_reversion_10_70,2021-06-30,2021-07-01,20,ABEV3;BBAS3;BBDC4;BBSE3;CMIG4;CPFE3;CPLE3;CSMG3;EGIE3;ENEV3;ENGI11;GGBR4;HYPE3;ITSA4;ITUB4;MULT3;RAIL3;SANB11;SBSP3;SMTO3,3,ITSA4;ITUB4;SMTO3,ITSA4,0.14716946857538446
rsi2_reversion_10_70,2021-07-30,2021-08-02,17,B3SA3;BBSE3;BPAC11;CPFE3;CSMG3;CYRE3;EGIE3;ENGI11;KLBN11;LREN3;MGLU3;RADL3;RAIL3;RENT3;SMTO3;SUZB3;TOTS3,0,,,
rsi2_reversion_10_70,2021-08-31,2021-09-01,3,BBSE3;BRAP4;UGPA3,0,,,
rsi2_reversion_10_70,2021-09-30,2021-10-01,18,ABEV3;B3SA3;BPAC11;BRAP4;CPFE3;CSMG3;CYRE3;EGIE3;EQTL3;LREN3;MGLU3;MULT3;PSSA3;RADL3;RAIL3;RENT3;TOTS3;WEGE3,2,EQTL3;WEGE3,WEGE3,0.26633039598982977
rsi2_reversion_10_70,2021-10-29,2021-11-01,22,B3SA3;BBAS3;BRAP4;CMIG4;CPLE3;CSNA3;CYRE3;ENEV3;ENGI11;HYPE3;ITSA4;LREN3;MGLU3;RAIL3;RENT3;SANB11;SBSP3;TOTS3;UGPA3;USIM5;VALE3;WEGE3,0,,,
rsi2_reversion_10_70,2021-11-30,2021-12-01,13,ABEV3;B3SA3;BBDC4;BBSE3;EGIE3;ENEV3;EQTL3;HYPE3;ITSA4;LREN3;RADL3;SANB11;TOTS3,0,,,
rsi2_reversion_10_70,2021-12-30,2022-01-03,13,ABEV3;B3SA3;BPAC11;CMIG4;CPFE3;CSMG3;EQTL3;GGBR4;ITUB4;RENT3;TOTS3;VALE3;WEGE3,0,,,
rsi2_reversion_10_70,2022-01-31,2022-02-01,2,RAIL3;VALE3,0,,,
rsi2_reversion_10_70,2022-02-25,2022-03-02,11,BBDC4;CYRE3;EGIE3;ENGI11;ITSA4;ITUB4;LREN3;MGLU3;PSSA3;SANB11;WEGE3,0,,,
rsi2_reversion_10_70,2022-03-31,2022-04-01,5,BRAP4;CPFE3;KLBN11;SMTO3;SUZB3,3,BRAP4;CPFE3;SMTO3,CPFE3,0.3349038491058953
rsi2_reversion_10_70,2022-04-29,2022-05-02,23,B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CSNA3;CYRE3;EGIE3;ENEV3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SANB11;SBSP3;TOTS3;UGPA3,2,BBSE3;SBSP3,BBSE3,0.1489027614903688
rsi2_reversion_10_70,2022-05-31,2022-06-01,9,BBAS3;CMIG4;CPFE3;CPLE3;CYRE3;EQTL3;PETR4;SBSP3;USIM5,4,BBAS3;CMIG4;CPLE3;SBSP3,BBAS3,0.3151301401063236
rsi2_reversion_10_70,2022-06-30,2022-07-01,17,B3SA3;BBDC4;CMIG4;CPFE3;CSNA3;CYRE3;ENGI11;GGBR4;ITSA4;ITUB4;LREN3;MULT3;PSSA3;RADL3;RAIL3;SANB11;SMTO3,0,,,
rsi2_reversion_10_70,2022-07-29,2022-08-01,1,MGLU3,0,,,
rsi2_reversion_10_70,2022-08-31,2022-09-01,25,ABEV3;B3SA3;BBDC4;BBSE3;BRAP4;CMIG4;CPFE3;CSNA3;EGIE3;ENGI11;EQTL3;GGBR4;ITUB4;KLBN11;LREN3;MGLU3;MULT3;RADL3;SANB11;SUZB3;TOTS3;UGPA3;USIM5;VALE3;WEGE3,4,ABEV3;CMIG4;CPFE3;MULT3,CPFE3,0.26819389624307344
rsi2_reversion_10_70,2022-09-30,2022-10-03,17,BBAS3;BBSE3;BPAC11;CMIG4;CPLE3;EGIE3;ENEV3;ENGI11;HYPE3;LREN3;PSSA3;RADL3;RAIL3;RENT3;SMTO3;TOTS3;UGPA3,3,HYPE3;LREN3;RADL3,RADL3,0.11426192462782625
rsi2_reversion_10_70,2022-10-31,2022-11-01,6,BRAP4;CSNA3;GGBR4;GOAU4;PETR4;VALE3,1,GOAU4,GOAU4,0.43073408322280854
rsi2_reversion_10_70,2022-11-30,2022-12-01,3,ENGI11;KLBN11;SUZB3,1,SUZB3,SUZB3,0.0021897676788388883
rsi2_reversion_10_70,2022-12-29,2023-01-02,1,GGBR4,0,,,
rsi2_reversion_10_70,2023-01-31,2023-02-01,4,BBDC4;ENEV3;RAIL3;SUZB3,0,,,
rsi2_reversion_10_70,2023-02-28,2023-03-01,23,B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CSNA3;ENGI11;EQTL3;HYPE3;ITSA4;ITUB4;PETR4;RADL3;RENT3;SANB11;SBSP3;TOTS3;USIM5;VALE3,0,,,
rsi2_reversion_10_70,2023-03-31,2023-04-03,2,HYPE3;PSSA3,0,,,
rsi2_reversion_10_70,2023-04-28,2023-05-02,7,ABEV3;B3SA3;BRAP4;ENGI11;EQTL3;PETR4;SBSP3,0,,,
rsi2_reversion_10_70,2023-05-31,2023-06-01,16,ABEV3;BBDC4;BBSE3;CMIG4;CPFE3;CPLE3;CSNA3;ENEV3;EQTL3;ITSA4;RAIL3;RENT3;SANB11;USIM5;VALE3;WEGE3,4,EQTL3;ITSA4;RAIL3;RENT3,RAIL3,0.3776265653273447
rsi2_reversion_10_70,2023-06-30,2023-07-03,11,BBAS3;BRAP4;GGBR4;GOAU4;ITUB4;KLBN11;MGLU3;SANB11;SMTO3;SUZB3;USIM5,4,BBAS3;ITUB4;KLBN11;SANB11,ITUB4,0.4706334167167125
rsi2_reversion_10_70,2023-07-31,2023-08-01,5,ABEV3;EQTL3;HYPE3;RENT3;SANB11,1,EQTL3,EQTL3,0.43370776013520107
rsi2_reversion_10_70,2023-08-31,2023-09-01,12,ABEV3;B3SA3;CSMG3;CYRE3;ENEV3;HYPE3;LREN3;MGLU3;MULT3;PSSA3;SBSP3;WEGE3,1,SBSP3,SBSP3,0.11118816742919843
rsi2_reversion_10_70,2023-09-29,2023-10-02,13,CMIG4;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENGI11;EQTL3;GGBR4;LREN3;MGLU3;PSSA3;RAIL3,1,CPLE3,CPLE3,0.12505653284279755
rsi2_reversion_10_70,2023-10-31,2023-11-01,8,BBSE3;EGIE3;HYPE3;KLBN11;PETR4;RADL3;SMTO3;SUZB3,1,PETR4,PETR4,0.022045095079734102
rsi2_reversion_10_70,2023-11-30,2023-12-01,5,BBSE3;ENEV3;EQTL3;GGBR4;GOAU4,2,ENEV3;EQTL3,EQTL3,0.4834815970173493
rsi2_reversion_10_70,2023-12-28,2024-01-02,1,ABEV3,0,,,
rsi2_reversion_10_70,2024-01-31,2024-02-01,10,BPAC11;CSMG3;EGIE3;GGBR4;KLBN11;PSSA3;RADL3;RENT3;SANB11;WEGE3,1,CSMG3,CSMG3,0.1982139014876578
rsi2_reversion_10_70,2024-02-29,2024-03-01,7,BPAC11;CSMG3;CSNA3;PETR4;SBSP3;TOTS3;UGPA3,3,PETR4;SBSP3;UGPA3,SBSP3,0.1548898771560464
rsi2_reversion_10_70,2024-03-28,2024-04-01,9,CPLE3;CSNA3;ENGI11;EQTL3;HYPE3;MGLU3;TOTS3;VALE3;WEGE3,1,WEGE3,WEGE3,0.213332915599521
rsi2_reversion_10_70,2024-04-30,2024-05-02,11,CMIG4;CPFE3;CSMG3;CYRE3;EQTL3;KLBN11;RAIL3;SBSP3;SUZB3;TOTS3;USIM5,1,CMIG4,CMIG4,0.06331002174460348
rsi2_reversion_10_70,2024-05-31,2024-06-03,33,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CSNA3;CYRE3;EGIE3;ENEV3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;RADL3;RAIL3;RENT3;SANB11;SBSP3;SUZB3;TOTS3;UGPA3;USIM5;VALE3;WEGE3,4,CMIG4;EGIE3;GOAU4;ITSA4,EGIE3,0.24159366588208397
rsi2_reversion_10_70,2024-06-28,2024-07-01,2,BPAC11;CMIG4,0,,,
rsi2_reversion_10_70,2024-07-31,2024-08-01,15,ABEV3;B3SA3;BBAS3;BBDC4;BRAP4;CSNA3;CYRE3;EGIE3;ENGI11;GGBR4;GOAU4;MGLU3;SMTO3;UGPA3;USIM5,0,,,
rsi2_reversion_10_70,2024-08-30,2024-09-02,15,ABEV3;CMIG4;CYRE3;ENEV3;EQTL3;HYPE3;KLBN11;MGLU3;MULT3;RAIL3;SBSP3;SMTO3;TOTS3;UGPA3;USIM5,6,ABEV3;CMIG4;ENEV3;EQTL3;MULT3;SBSP3,ABEV3,0.48649259113928184
rsi2_reversion_10_70,2024-09-30,2024-10-01,16,B3SA3;CPLE3;CSMG3;EGIE3;ENGI11;HYPE3;KLBN11;MGLU3;MULT3;RADL3;RENT3;SANB11;SBSP3;SMTO3;TOTS3;UGPA3,1,MULT3,MULT3,0.013957065086104802
rsi2_reversion_10_70,2024-10-31,2024-11-01,5,BBAS3;BBDC4;ENEV3;HYPE3;RADL3,0,,,
rsi2_reversion_10_70,2024-11-29,2024-12-02,17,B3SA3;BBAS3;BBDC4;BPAC11;CYRE3;ENEV3;EQTL3;HYPE3;ITUB4;MULT3;PSSA3;RADL3;RENT3;SANB11;SBSP3;TOTS3;UGPA3,1,SBSP3,SBSP3,0.04548182055780201
rsi2_reversion_10_70,2024-12-30,2025-01-02,24,BBDC4;BBSE3;BPAC11;BRAP4;CSNA3;EGIE3;ENEV3;EQTL3;GGBR4;GOAU4;ITSA4;ITUB4;LREN3;MGLU3;PETR4;PSSA3;RADL3;RAIL3;SMTO3;TOTS3;UGPA3;USIM5;VALE3;WEGE3,1,BBSE3,BBSE3,0.25174740512445454
rsi2_reversion_10_70,2025-01-31,2025-02-03,0,,0,,,
rsi2_reversion_10_70,2025-02-28,2025-03-05,26,B3SA3;BBAS3;BBDC4;BPAC11;BRAP4;CPLE3;CYRE3;EQTL3;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;MULT3;PETR4;RADL3;RAIL3;RENT3;SANB11;SBSP3;SMTO3;SUZB3;USIM5;VALE3;WEGE3,1,SBSP3,SBSP3,0.12004067915234404
rsi2_reversion_10_70,2025-03-31,2025-04-01,23,B3SA3;BBAS3;BPAC11;CMIG4;CPLE3;CSMG3;CSNA3;ENEV3;ENGI11;EQTL3;GGBR4;GOAU4;HYPE3;ITUB4;KLBN11;MULT3;PSSA3;RAIL3;SMTO3;TOTS3;UGPA3;USIM5;WEGE3,6,B3SA3;BPAC11;CPLE3;EQTL3;ITUB4;PSSA3,ITUB4,0.25675780859089115
rsi2_reversion_10_70,2025-04-30,2025-05-02,8,BRAP4;MGLU3;PETR4;RADL3;SUZB3;USIM5;VALE3;WEGE3,0,,,
rsi2_reversion_10_70,2025-05-30,2025-06-02,11,ABEV3;B3SA3;BBSE3;BRAP4;CSNA3;GGBR4;KLBN11;PETR4;SUZB3;VALE3;WEGE3,1,B3SA3,B3SA3,0.13507313354322742
rsi2_reversion_10_70,2025-06-30,2025-07-01,7,ABEV3;GGBR4;GOAU4;HYPE3;PETR4;RENT3;SMTO3,1,HYPE3,HYPE3,0.3020230189805255
rsi2_reversion_10_70,2025-07-31,2025-08-01,14,ABEV3;B3SA3;BBAS3;BPAC11;BRAP4;CSNA3;CYRE3;EGIE3;ENEV3;HYPE3;LREN3;MGLU3;RADL3;VALE3,0,,,
rsi2_reversion_10_70,2025-08-29,2025-09-01,1,RAIL3,0,,,
rsi2_reversion_10_70,2025-09-30,2025-10-01,11,ABEV3;HYPE3;KLBN11;LREN3;MGLU3;PETR4;PSSA3;RENT3;SMTO3;SUZB3;USIM5,1,RENT3,RENT3,0.3406839526013454
rsi2_reversion_10_70,2025-10-31,2025-11-03,1,SMTO3,0,,,
rsi2_reversion_10_70,2025-11-28,2025-12-01,2,PETR4;TOTS3,0,,,
rsi2_reversion_10_70,2025-12-30,2026-01-02,6,CSNA3;CYRE3;ENGI11;MULT3;TOTS3;WEGE3,2,CSNA3;WEGE3,WEGE3,0.37861634594716803
rsi2_reversion_10_70,2026-01-30,2026-02-02,4,CPFE3;EGIE3;SMTO3;SUZB3,1,EGIE3,EGIE3,0.22878509121642435
rsi2_reversion_10_70,2026-02-27,2026-03-02,11,CSMG3;CYRE3;GGBR4;GOAU4;HYPE3;ITUB4;MGLU3;RADL3;RAIL3;UGPA3;WEGE3,5,CSMG3;CYRE3;ITUB4;RADL3;UGPA3,CSMG3,0.28711142322803995
rsi2_reversion_10_70,2026-03-31,2026-04-01,3,BBAS3;ENEV3;LREN3,1,ENEV3,ENEV3,0.2182565513821199
rsi2_reversion_10_70,2026-04-30,2026-05-04,31,ABEV3;B3SA3;BBAS3;BBDC4;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;CSMG3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;MULT3;PSSA3;RADL3;RENT3;SANB11;SBSP3;SUZB3;TOTS3;VALE3,17,B3SA3;BBDC4;BPAC11;BRAP4;CMIG4;CPFE3;CPLE3;EGIE3;ENEV3;ENGI11;EQTL3;ITSA4;ITUB4;MULT3;RENT3;SBSP3;VALE3,ENEV3,0.6247936991406536
rsi2_reversion_10_70,2026-05-29,2026-06-01,14,BBAS3;CMIG4;CPLE3;GGBR4;GOAU4;HYPE3;MGLU3;PETR4;PSSA3;RAIL3;RENT3;SBSP3;SMTO3;UGPA3,2,GGBR4;SMTO3,SMTO3,0.18923455666356506
rsi2_reversion_10_70,2026-06-30,2026-07-01,7,BRAP4;CSNA3;GGBR4;GOAU4;SUZB3;USIM5;VALE3,0,,,
rsi2_reversion_10_70,2026-07-31,2026-08-03,4,CSNA3;EQTL3;SMTO3;USIM5,0,,,
rsi2_reversion_10_70,2026-08-31,2026-09-01,0,,0,,,
rsi3_reversion_15_70,2017-02-24,2017-03-01,8,CSNA3;CYRE3;MULT3;RADL3;SMTO3;TOTS3;UGPA3;USIM5,2,CYRE3;MULT3,CYRE3,0.1686266381259803
rsi3_reversion_15_70,2017-03-31,2017-04-03,9,CMIG4;CPLE3;CSNA3;GGBR4;GOAU4;ITSA4;SMTO3;TOTS3;USIM5,0,,,
rsi3_reversion_15_70,2017-04-28,2017-05-02,8,BPAC11;CMIG4;CPLE3;CSMG3;EGIE3;EQTL3;PETR4;SBSP3,1,EQTL3,EQTL3,0.07987044210603313
rsi3_reversion_15_70,2017-05-31,2017-06-01,18,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CYRE3;EGIE3;GOAU4;ITSA4;ITUB4;LREN3;MULT3;PETR4;RAIL3;RENT3;SANB11,1,ABEV3,ABEV3,0.1149281397295897
rsi3_reversion_15_70,2017-06-30,2017-07-03,3,BBAS3;HYPE3;KLBN11,0,,,
rsi3_reversion_15_70,2017-07-31,2017-08-01,9,BBSE3;CMIG4;CSMG3;HYPE3;KLBN11;RADL3;SANB11;UGPA3;WEGE3,2,CSMG3;WEGE3,CSMG3,0.5429040069044905
rsi3_reversion_15_70,2017-08-31,2017-09-01,2,BBAS3;CPLE3,1,BBAS3,BBAS3,0.22794676601975197
rsi3_reversion_15_70,2017-09-29,2017-10-02,22,B3SA3;BBDC4;BRAP4;CMIG4;CSMG3;CSNA3;CYRE3;EGIE3;EQTL3;GGBR4;GOAU4;HYPE3;ITSA4;MULT3;RADL3;RENT3;SANB11;SMTO3;UGPA3;USIM5;VALE3;WEGE3,11,B3SA3;BBDC4;CSMG3;CSNA3;CYRE3;HYPE3;ITSA4;RADL3;UGPA3;USIM5;WEGE3,RADL3,0.484719431805717
rsi3_reversion_15_70,2017-10-31,2017-11-01,20,ABEV3;BBAS3;BBDC4;BBSE3;CPLE3;CSMG3;CSNA3;CYRE3;ENGI11;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;LREN3;MGLU3;PSSA3;SBSP3;USIM5,3,HYPE3;KLBN11;USIM5,HYPE3,0.41886137478473195
rsi3_reversion_15_70,2017-11-30,2017-12-01,18,B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CPFE3;CSNA3;EGIE3;ITUB4;MULT3;PETR4;RENT3;SANB11;SMTO3;SUZB3;TOTS3;UGPA3;USIM5,2,RENT3;SANB11,RENT3,0.12026348552343014
rsi3_reversion_15_70,2017-12-29,2018-01-02,1,BPAC11,0,,,
rsi3_reversion_15_70,2018-01-31,2018-02-01,3,BRAP4;VALE3;WEGE3,2,BRAP4;VALE3,BRAP4,0.3417932779587092
rsi3_reversion_15_70,2018-02-28,2018-03-01,6,BBSE3;ENEV3;HYPE3;ITUB4;SMTO3;UGPA3,1,ITUB4,ITUB4,0.0005553258914462121
rsi3_reversion_15_70,2018-03-29,2018-04-02,11,BBAS3;ENEV3;GGBR4;GOAU4;HYPE3;LREN3;RADL3;SBSP3;SMTO3;TOTS3;WEGE3,1,HYPE3,HYPE3,0.15460340502609798
rsi3_reversion_15_70,2018-04-30,2018-05-02,8,BBAS3;BPAC11;EGIE3;ENEV3;HYPE3;LREN3;SMTO3;UGPA3,0,,,
rsi3_reversion_15_70,2018-05-30,2018-06-01,27,ABEV3;B3SA3;BBAS3;BBDC4;BRAP4;CMIG4;CPLE3;CSMG3;CSNA3;CYRE3;EGIE3;ENEV3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;KLBN11;MULT3;PETR4;PSSA3;RADL3;SANB11;TOTS3;UGPA3;USIM5;VALE3,1,VALE3,VALE3,0.16441938586417001
rsi3_reversion_15_70,2018-06-29,2018-07-02,7,ABEV3;BBSE3;CPFE3;ENEV3;ENGI11;KLBN11;RADL3,0,,,
rsi3_reversion_15_70,2018-07-31,2018-08-01,3,BBSE3;CPFE3;RAIL3,1,RAIL3,RAIL3,0.34062594618011627
rsi3_reversion_15_70,2018-08-31,2018-09-03,4,BBSE3;CYRE3;EGIE3;HYPE3,0,,,
rsi3_reversion_15_70,2018-09-28,2018-10-01,4,KLBN11;RADL3;SMTO3;SUZB3,0,,,
rsi3_reversion_15_70,2018-10-31,2018-11-01,5,CSNA3;HYPE3;RADL3;SUZB3;WEGE3,1,CSNA3,CSNA3,0.042779818096320685
rsi3_reversion_15_70,2018-11-30,2018-12-03,8,BRAP4;CSNA3;KLBN11;PETR4;RADL3;RENT3;SMTO3;VALE3,1,RENT3,RENT3,0.03689218308804781
rsi3_reversion_15_70,2018-12-28,2019-01-02,10,ABEV3;B3SA3;CPLE3;CSNA3;EGIE3;GGBR4;GOAU4;HYPE3;RADL3;SMTO3,3,B3SA3;CPLE3;CSNA3,CPLE3,0.27063990646906694
rsi3_reversion_15_70,2019-01-31,2019-02-01,3,BRAP4;CSMG3;VALE3,1,CSMG3,CSMG3,0.06217499316776697
rsi3_reversion_15_70,2019-02-28,2019-03-01,12,ABEV3;BBAS3;BBSE3;CPFE3;ENGI11;EQTL3;HYPE3;ITSA4;ITUB4;PSSA3;SANB11;UGPA3,2,BBAS3;PSSA3,PSSA3,0.17232241976634177
rsi3_reversion_15_70,2019-03-29,2019-04-01,20,BBAS3;BBDC4;BBSE3;CMIG4;CYRE3;EGIE3;ENGI11;EQTL3;HYPE3;ITSA4;ITUB4;KLBN11;MULT3;PETR4;RADL3;RENT3;SANB11;SBSP3;UGPA3;WEGE3,3,EGIE3;PETR4;SBSP3,SBSP3,0.13443377986862756
rsi3_reversion_15_70,2019-04-30,2019-05-02,6,CSNA3;GGBR4;GOAU4;PSSA3;UGPA3;USIM5,1,PSSA3,PSSA3,0.02707779825871688
rsi3_reversion_15_70,2019-05-31,2019-06-03,1,SUZB3,0,,,
rsi3_reversion_15_70,2019-06-28,2019-07-01,2,PSSA3;UGPA3,0,,,
rsi3_reversion_15_70,2019-07-31,2019-08-01,14,BBAS3;BBDC4;BRAP4;CMIG4;CSNA3;GGBR4;ITSA4;ITUB4;KLBN11;PETR4;SANB11;SUZB3;USIM5;VALE3,0,,,
rsi3_reversion_15_70,2019-08-30,2019-09-02,8,BPAC11;CPFE3;CSMG3;ENGI11;MULT3;SMTO3;SUZB3;WEGE3,2,CPFE3;CSMG3,CSMG3,0.10296073146010973
rsi3_reversion_15_70,2019-09-30,2019-10-01,7,CPLE3;EQTL3;GGBR4;GOAU4;SBSP3;USIM5;VALE3,1,EQTL3,EQTL3,0.31405221078233264
rsi3_reversion_15_70,2019-10-31,2019-11-01,5,BBSE3;CSNA3;LREN3;SUZB3;USIM5,1,LREN3,LREN3,0.02061350432874308
rsi3_reversion_15_70,2019-11-29,2019-12-02,4,ENGI11;HYPE3;PETR4;SANB11,0,,,
rsi3_reversion_15_70,2019-12-30,2020-01-02,2,B3SA3;TOTS3,0,,,
rsi3_reversion_15_70,2020-01-31,2020-02-03,13,BRAP4;CSNA3;ENEV3;EQTL3;GGBR4;GOAU4;HYPE3;PETR4;RAIL3;SANB11;SMTO3;SUZB3;VALE3,5,ENEV3;EQTL3;GGBR4;GOAU4;SMTO3,EQTL3,0.2373460850515054
rsi3_reversion_15_70,2020-02-28,2020-03-02,33,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;BRAP4;CPFE3;CSMG3;CSNA3;CYRE3;EGIE3;ENEV3;ENGI11;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;LREN3;MGLU3;MULT3;PETR4;PSSA3;RAIL3;RENT3;SANB11;SBSP3;SMTO3;TOTS3;UGPA3;USIM5;VALE3,3,B3SA3;HYPE3;SMTO3,SMTO3,0.05530976020311479
rsi3_reversion_15_70,2020-03-31,2020-04-01,3,BBDC4;ENGI11;ITSA4,0,,,
rsi3_reversion_15_70,2020-04-30,2020-05-04,4,ABEV3;CMIG4;EGIE3;PSSA3,0,,,
rsi3_reversion_15_70,2020-05-29,2020-06-01,2,KLBN11;SUZB3,1,KLBN11,KLBN11,0.1297387094610607
rsi3_reversion_15_70,2020-06-30,2020-07-01,8,BBDC4;CPFE3;CSMG3;LREN3;MULT3;SANB11;SUZB3;UGPA3,0,,,
rsi3_reversion_15_70,2020-07-31,2020-08-03,4,ABEV3;CSMG3;LREN3;MULT3,0,,,
rsi3_reversion_15_70,2020-08-31,2020-09-01,15,ABEV3;B3SA3;BPAC11;BRAP4;CPFE3;CSMG3;EQTL3;ITSA4;ITUB4;MULT3;PSSA3;RADL3;SBSP3;SMTO3;WEGE3,2,BRAP4;SMTO3,SMTO3,0.46534013520856654
rsi3_reversion_15_70,2020-09-30,2020-10-01,24,BBAS3;BBDC4;BBSE3;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;GGBR4;ITSA4;ITUB4;LREN3;MULT3;PETR4;PSSA3;RAIL3;SANB11;SMTO3;UGPA3;USIM5;VALE3,1,GGBR4,GGBR4,0.16293585567734126
rsi3_reversion_15_70,2020-10-30,2020-11-03,26,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENGI11;EQTL3;HYPE3;KLBN11;LREN3;MGLU3;MULT3;PETR4;PSSA3;RAIL3;SBSP3;SMTO3;UGPA3;VALE3,3,BPAC11;MGLU3;VALE3,MGLU3,0.29199879142862717
rsi3_reversion_15_70,2020-11-30,2020-12-01,5,ABEV3;CSMG3;MGLU3;PSSA3;WEGE3,0,,,
rsi3_reversion_15_70,2020-12-30,2021-01-04,2,LREN3;MULT3,1,MULT3,MULT3,0.010401430593034632
rsi3_reversion_15_70,2021-01-29,2021-02-01,19,ABEV3;BBAS3;BBDC4;BBSE3;BRAP4;CYRE3;EGIE3;GGBR4;GOAU4;HYPE3;ITSA4;ITUB4;PETR4;PSSA3;RENT3;SANB11;USIM5;VALE3;WEGE3,2,VALE3;WEGE3,WEGE3,0.27333280450282504
rsi3_reversion_15_70,2021-02-26,2021-03-01,29,ABEV3;B3SA3;BBAS3;BBDC4;BBSE3;CMIG4;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;EQTL3;HYPE3;ITSA4;ITUB4;LREN3;MGLU3;MULT3;PETR4;PSSA3;RADL3;RAIL3;RENT3;SBSP3;SMTO3;TOTS3;UGPA3,3,ENEV3;SMTO3;TOTS3,ENEV3,0.10614897995292223
rsi3_reversion_15_70,2021-03-31,2021-04-01,4,ENEV3;KLBN11;MGLU3;SUZB3,0,,,
rsi3_reversion_15_70,2021-04-30,2021-05-03,9,ABEV3;BBSE3;CPLE3;CYRE3;ENEV3;KLBN11;MGLU3;UGPA3;WEGE3,1,UGPA3,UGPA3,0.020574054417763086
rsi3_reversion_15_70,2021-05-31,2021-06-01,8,CSNA3;EQTL3;GGBR4;GOAU4;SBSP3;SUZB3;UGPA3;USIM5,0,,,
rsi3_reversion_15_70,2021-06-30,2021-07-01,23,ABEV3;BBAS3;BBDC4;BBSE3;BPAC11;CMIG4;CPFE3;CPLE3;CSMG3;CYRE3;EGIE3;ENGI11;HYPE3;ITSA4;ITUB4;LREN3;MULT3;PSSA3;RADL3;RAIL3;SANB11;SBSP3;SMTO3,4,ITSA4;ITUB4;PSSA3;SMTO3,ITSA4,0.14716946857538446
rsi3_reversion_15_70,2021-07-30,2021-08-02,18,B3SA3;BBSE3;BPAC11;CPFE3;CSMG3;CYRE3;EGIE3;ENEV3;ENGI11;KLBN11;LREN3;MGLU3;PSSA3;RADL3;RENT3;SUZB3;TOTS3;UGPA3,0,,,
rsi3_reversion_15_70,2021-08-31,2021-09-01,12,BBSE3;BPAC11;BRAP4;CSNA3;ENEV3;GGBR4;GOAU4;LREN3;MGLU3;MULT3;UGPA3;VALE3,0,,,
rsi3_reversion_15_70,2021-09-30,2021-10-01,18,ABEV3;B3SA3;BPAC11;CPFE3;CSMG3;CSNA3;CYRE3;EGIE3;HYPE3;LREN3;MGLU3;MULT3;PSSA3;RADL3;RAIL3;RENT3;TOTS3;VALE3,0,,,
rsi3_reversion_15_70,2021-10-29,2021-11-01,21,BRAP4;CMIG4;CPLE3;CSMG3;CSNA3;CYRE3;ENGI11;EQTL3;HYPE3;ITSA4;MGLU3;MULT3;PETR4;RAIL3;RENT3;SBSP3;TOTS3;UGPA3;USIM5;VALE3;WEGE3,1,PETR4,PETR4,0.015206033068605032
